city_id,City,Longitude,Latitude,Region_10,Region_10_id,validation_region,Region_13,Country
451,Wuxi,120.3,31.58,China,2,China,China,China
452,Xiamen,118.08,24.45,China,2,China,China,China
453,Xian,108.89,34.28,China,2,China,China,China
454,Xiangfan,112.13,32.02,China,2,China,China,China
455,Xiangtan,112.9,27.85,China,2,China,China,China
456,Xiantao,113.44,30.37,China,2,China,China,China
457,Xianyang,108.71,34.35,China,2,China,China,China
458,Xining,101.77,36.62,China,2,China,China,China
459,Xinyang,114.07,32.13,China,2,China,China,China
460,Xuzhou,117.18,34.28,China,2,China,China,China
461,Yantai,121.4,37.53,China,2,China,China,China
465,Yiyang,112.33,28.6,China,2,China,China,China
467,Yulin,110.15,22.63,China,2,China,China,China
468,Zaozhuang,117.57,34.88,China,2,China,China,China
469,Zhangjiakou,114.93,40.83,China,2,China,China,China
470,Zhangzhou,117.67,24.52,China,2,China,China,China
471,Zhanjiang,110.38,21.2,China,2,China,China,China
472,Zhengzhou,113.67,34.75,China,2,China,China,China
473,Zhongli,121.22,24.97,China,2,China,China,China
474,Zhucheng,119.38,35.99,China,2,China,China,China
475,Zhuhai,113.57,22.28,China,2,China,China,China
476,Zhuzhou,113.15,27.83,China,2,China,China,China
477,Zibo,118.05,36.8,China,2,China,China,China
478,Zigong,104.78,29.4,China,2,China,China,China
32,Bandung,107.57,-6.95,East&SouthEastAsia,3,None,SouthEastAsia,Indonesia
35,Bangkok,100.52,13.75,East&SouthEastAsia,3,None,SouthEastAsia,Thailand
43,Bekasi,106.97,-6.22,East&SouthEastAsia,3,None,SouthEastAsia,Indonesia
68,Busan,129.01,35.1,East&SouthEastAsia,3,None,EastAsia,SouthKorea
73,CanTho,105.77,10.05,East&SouthEastAsia,3,None,SouthEastAsia,Vietnam
80,Changwon,128.58,35.22,East&SouthEastAsia,3,None,EastAsia,SouthKorea
89,Cilacap,109.02,-7.72,East&SouthEastAsia,3,None,SouthEastAsia,Indonesia
98,Daegu,128.61,35.87,East&SouthEastAsia,3,None,EastAsia,SouthKorea
99,Daejeon,127.43,36.34,East&SouthEastAsia,3,None,EastAsia,SouthKorea
107,Davao,125.63,7.11,East&SouthEastAsia,3,None,SouthEastAsia,Philippines
135,Fukuoka,130.41,33.6,East&SouthEastAsia,3,None,EastAsia,Japan
141,GeorgeTown,100.33,5.41,East&SouthEastAsia,3,None,SouthEastAsia,Malaysia
151,Gwangju,126.91,35.17,East&SouthEastAsia,3,None,EastAsia,SouthKorea
158,Hanoi,105.85,21.03,East&SouthEastAsia,3,None,SouthEastAsia,Vietnam
168,Hiroshima,132.44,34.39,East&SouthEastAsia,3,None,EastAsia,Japan
169,HoChiMinhCity,106.7,10.78,East&SouthEastAsia,3,None,SouthEastAsia,Vietnam
181,Incheon,126.64,37.48,East&SouthEastAsia,3,None,EastAsia,SouthKorea
189,Jakarta,106.83,-6.17,East&SouthEastAsia,3,None,SouthEastAsia,Indonesia
209,Kawasaki,139.71,35.53,East&SouthEastAsia,3,None,EastAsia,Japan
214,Kobe,135.17,34.68,East&SouthEastAsia,3,None,EastAsia,Japan
218,KualaLumpur,101.7,3.17,East&SouthEastAsia,3,None,SouthEastAsia,Malaysia
221,Kyoto,135.75,35.03,East&SouthEastAsia,3,None,EastAsia,Japan
254,Mandalay,96.09,21.97,East&SouthEastAsia,3,None,SouthEastAsia,Myanmar
255,Manila,120.98,14.6,East&SouthEastAsia,3,None,SouthEastAsia,Philippines
264,Medan,98.65,3.58,East&SouthEastAsia,3,None,SouthEastAsia,Indonesia
289,Nagoya,136.91,35.15,East&SouthEastAsia,3,None,EastAsia,Japan
301,NewTaipei,121.47,25.01,East&SouthEastAsia,3,None,EastAsia,Taiwan
314,Osaka,135.46,34.75,East&SouthEastAsia,3,None,EastAsia,Japan
317,Palembang,104.75,-2.98,East&SouthEastAsia,3,None,SouthEastAsia,Indonesia
324,PhnomPenh,104.92,11.55,East&SouthEastAsia,3,None,SouthEastAsia,Cambodia
338,Pyongyang,125.75,39.02,East&SouthEastAsia,3,None,EastAsia,NorthKorea
343,QuezonCity,121.03,14.65,East&SouthEastAsia,3,None,SouthEastAsia,Philippines
348,Rangoon,96.17,16.78,East&SouthEastAsia,3,None,SouthEastAsia,Myanmar
375,Sapporo,141.34,43.07,East&SouthEastAsia,3,None,EastAsia,Japan
377,Semarang,110.42,-6.97,East&SouthEastAsia,3,None,SouthEastAsia,Indonesia
378,Sendai,141.02,38.29,East&SouthEastAsia,3,None,EastAsia,Japan
379,Seoul,127,37.57,East&SouthEastAsia,3,None,EastAsia,SouthKorea
393,Singapore,103.86,1.29,East&SouthEastAsia,3,None,SouthEastAsia,Singapore
401,Surabaya,112.75,-7.25,East&SouthEastAsia,3,None,SouthEastAsia,Indonesia
403,Suwon,127.01,37.26,East&SouthEastAsia,3,None,EastAsia,SouthKorea
411,Taipei,121.57,25.04,East&SouthEastAsia,3,None,EastAsia,Taiwan
423,Tokyo,139.75,35.69,East&SouthEastAsia,3,None,EastAsia,Japan
431,Ujungpandang,119.43,-5.14,East&SouthEastAsia,3,None,SouthEastAsia,Indonesia
432,Ulsan,129.32,35.55,East&SouthEastAsia,3,None,EastAsia,SouthKorea
466,Yokohama,139.58,35.32,East&SouthEastAsia,3,None,EastAsia,Japan
16,Amsterdam,4.92,52.35,Europe,4,Europe,WestEurope,Netherlands
23,Athens,23.73,37.98,Europe,4,Europe,WestEurope,Greece
38,Barcelona,2.18,41.38,Europe,4,Europe,WestEurope,Spain
45,Belgrade,20.47,44.82,Europe,4,Europe,EastEurope,Serbia
50,Berlin,13.4,52.52,Europe,4,Europe,WestEurope,Germany
53,BirminghamUK,-1.92,52.47,Europe,4,Europe,WestEurope,UK
61,Brussels,4.33,50.83,Europe,4,Europe,WestEurope,Belgium
63,Bucharest,26.1,44.43,Europe,4,Europe,EastEurope,Romania
64,Budapest,19.08,47.5,Europe,4,Europe,EastEurope,Hungary
82,Chelyabinsk,61.44,55.15,Europe,4,None,EastEurope,Russia
94,Cologne,6.95,50.93,Europe,4,Europe,WestEurope,Germany
113,Dnipropetrovsk,35,48.48,Europe,4,None,EastEurope,Ukraine
118,Dublin,-6.25,53.33,Europe,4,Europe,WestEurope,Ireland
119,Duisburg,6.75,51.43,Europe,4,Europe,WestEurope,Germany
122,Dusseldorf,6.78,51.22,Europe,4,Europe,WestEurope,Germany
125,Essen,7.02,51.45,Europe,4,Europe,WestEurope,Germany
129,Florence,11.25,43.78,Europe,4,Europe,WestEurope,Italy
133,Frankfurt,8.68,50.1,Europe,4,Europe,WestEurope,Germany
140,Geneva,6.14,46.21,Europe,4,Europe,WestEurope,Switzerland
143,Glasgow,-4.25,55.87,Europe,4,Europe,WestEurope,UK
155,Hamburg,10,53.55,Europe,4,Europe,WestEurope,Germany
164,Helsinki,24.93,60.18,Europe,4,Europe,WestEurope,Finland
208,Katowice,19.02,50.26,Europe,4,Europe,EastEurope,Poland
210,Kazan,49.13,55.75,Europe,4,None,EastEurope,Russia
212,Kiev,30.52,50.43,Europe,4,Europe,EastEurope,Ukraine
215,Kobenhavn,12.56,55.68,Europe,4,Europe,WestEurope,Denmark
227,Leeds,-1.58,53.83,Europe,4,Europe,WestEurope,UK
232,Lisbon,-9.14,38.72,Europe,4,Europe,WestEurope,Portugal
235,London,-0.12,51.5,Europe,4,Europe,WestEurope,UK
247,Lyon,4.83,45.77,Europe,4,Europe,WestEurope,France
249,Madrid,-3.68,40.4,Europe,4,Europe,WestEurope,Spain
253,Manchester,-2.25,53.5,Europe,4,Europe,WestEurope,UK
256,Mannheim,8.47,49.5,Europe,4,Europe,WestEurope,Germany
261,Marseille,5.38,43.29,Europe,4,Europe,WestEurope,France
274,Milan,9.21,45.47,Europe,4,Europe,WestEurope,Italy
277,Minsk,27.57,53.9,Europe,4,None,EastEurope,Belarus
283,Moscow,37.62,55.75,Europe,4,Europe,EastEurope,Russia
288,Munich,11.57,48.13,Europe,4,Europe,WestEurope,Germany
298,Naples,14.25,40.84,Europe,4,Europe,WestEurope,Italy
307,NizhnyNovgorod,44,56.33,Europe,4,None,EastEurope,Russia
309,Novosibirsk,82.96,55.03,Europe,4,None,EastEurope,Russia
312,Omsk,73.4,54.99,Europe,4,None,EastEurope,Russia
319,Paris,2.33,48.87,Europe,4,Europe,WestEurope,France
332,Porto,-8.62,41.15,Europe,4,Europe,WestEurope,Portugal
333,Prague,14.47,50.08,Europe,4,Europe,WestEurope,Czech
353,Rome,12.48,41.9,Europe,4,Europe,WestEurope,Italy
354,Rostov,39.71,47.23,Europe,4,None,EastEurope,Russia
355,Rotterdam,4.48,51.92,Europe,4,Europe,WestEurope,Netherlands
358,Samara,50.15,53.2,Europe,4,None,EastEurope,Russia
380,Seville,-5.98,37.41,Europe,4,Europe,WestEurope,Spain
386,Sheffield,-1.5,53.37,Europe,4,Europe,WestEurope,UK
394,Sofia,23.32,42.68,Europe,4,Europe,EastEurope,Bulgaria
398,Stockholm,18.1,59.35,Europe,4,Europe,WestEurope,Sweden
397,StPetersburg,30.32,59.94,Europe,4,None,EastEurope,Russia
399,Stuttgart,9.2,48.78,Europe,4,Europe,WestEurope,Germany
419,TheHague,4.27,52.08,Europe,4,Europe,WestEurope,Netherlands
429,Turin,7.67,45.07,Europe,4,Europe,WestEurope,Italy
430,Ufa,56.04,54.79,Europe,4,None,EastEurope,Russia
438,Vienna,16.37,48.2,Europe,4,Europe,WestEurope,Austria
445,Warsaw,21,52.25,Europe,4,Europe,EastEurope,Poland
463,Yekaterinburg,60.6,56.85,Europe,4,None,EastEurope,Russia
479,Zurich,8.55,47.38,Europe,4,Europe,WestEurope,Switzerland
9,Agra,78.02,27.17,India,5,None,SouthAsia,India
10,Ahmedabad,72.58,23.03,India,5,None,SouthAsia,India
21,Asansol,86.98,23.68,India,5,None,SouthAsia,India
26,Aurangabad,75.32,19.9,India,5,None,SouthAsia,India
33,Bangalore,77.56,12.97,India,5,None,SouthAsia,India
51,Bhilai,81.43,21.22,India,5,None,SouthAsia,India
52,Bhopal,77.41,23.25,India,5,None,SouthAsia,India
84,Chennai,80.28,13.09,India,5,None,SouthAsia,India
87,Chittagong,91.8,22.33,India,5,None,SouthAsia,India
93,Coimbatore,76.95,11,India,5,None,SouthAsia,India
108,Delhi,77.23,28.67,India,5,None,SouthAsia,India
112,Dhanbad,86.42,23.8,India,5,None,SouthAsia,India
127,Faridabad,77.32,28.43,India,5,None,SouthAsia,India
142,Ghaziabad,77.41,28.66,India,5,None,SouthAsia,India
159,Haora,88.33,22.58,India,5,None,SouthAsia,India
177,HyderabadIndia,78.48,17.4,India,5,None,SouthAsia,India
183,Indore,75.87,22.72,India,5,None,SouthAsia,India
188,Jaipur,75.81,26.92,India,5,None,SouthAsia,India
190,Jamshedpur,86.2,22.79,India,5,None,SouthAsia,India
201,Kalyan,73.16,19.25,India,5,None,SouthAsia,India
203,Kanpur,80.32,26.46,India,5,None,SouthAsia,India
216,Kochi,76.22,10.02,India,5,None,SouthAsia,India
217,Kolkata,88.32,22.49,India,5,None,SouthAsia,India
241,Lucknow,80.91,26.86,India,5,None,SouthAsia,India
242,Ludhiana,75.87,30.93,India,5,None,SouthAsia,India
250,Madurai,78.12,9.92,India,5,None,SouthAsia,India
267,Meerut,77.7,29,India,5,None,SouthAsia,India
287,Mumbai,72.86,19.02,India,5,None,SouthAsia,India
290,Nagpur,79.09,21.17,India,5,None,SouthAsia,India
299,Nasik,73.78,20,India,5,None,SouthAsia,India
320,Patna,85.13,25.62,India,5,None,SouthAsia,India
337,Pune,73.85,18.53,India,5,None,SouthAsia,India
345,Rajkot,70.8,22.31,India,5,None,SouthAsia,India
347,Ranchi,85.33,23.37,India,5,None,SouthAsia,India
391,Sholapur,75.9,17.67,India,5,None,SouthAsia,India
395,Srinagar,74.82,34.1,India,5,None,SouthAsia,India
402,Surat,72.84,21.2,India,5,None,SouthAsia,India
434,Vadodara,73.18,22.31,India,5,None,SouthAsia,India
441,Vishakhapatnam,83.3,17.73,India,5,None,SouthAsia,India
444,Warangal,79.58,18.01,India,5,None,SouthAsia,India
22,Asuncion,-57.64,-25.3,LatinAmerica,6,None,SouthAmerica,Paraguay
39,Barquisimeto,-69.3,10.05,LatinAmerica,6,None,SouthAmerica,Venezuela
40,Barranquilla,-74.8,10.96,LatinAmerica,6,None,SouthAmerica,Colombia
44,Belem,-48.48,-1.45,LatinAmerica,6,None,SouthAmerica,Brazil
46,BeloHorizonte,-43.92,-19.92,LatinAmerica,6,None,SouthAmerica,Brazil
55,Bogota,-74.08,4.6,LatinAmerica,6,None,SouthAmerica,Colombia
57,Brasilia,-47.92,-15.78,LatinAmerica,6,None,SouthAmerica,Brazil
62,Bucaramanga,-73.13,7.13,LatinAmerica,6,None,SouthAmerica,Colombia
65,BuenosAires,-58.4,-34.6,LatinAmerica,6,None,SouthAmerica,Argentina
71,Cali,-76.5,3.4,LatinAmerica,6,None,SouthAmerica,Colombia
72,Campinas,-47.1,-22.9,LatinAmerica,6,None,SouthAmerica,Brazil
75,Caracas,-66.92,10.5,LatinAmerica,6,None,SouthAmerica,Venezuela
91,CiudadJuarez,-106.49,31.69,LatinAmerica,6,None,CentralAmerica,Mexico
97,Curitiba,-49.32,-25.42,LatinAmerica,6,None,SouthAmerica,Brazil
130,Florianopolis,-48.52,-27.58,LatinAmerica,6,None,SouthAmerica,Brazil
132,Fortaleza,-38.58,-3.75,LatinAmerica,6,None,SouthAmerica,Brazil
144,Goiania,-49.3,-16.72,LatinAmerica,6,None,SouthAmerica,Brazil
145,Guadalajara,-103.33,20.67,LatinAmerica,6,None,CentralAmerica,Mexico
147,Guatemala,-90.53,14.62,LatinAmerica,6,None,CentralAmerica,Guatemala
148,Guayaquil,-79.92,-2.22,LatinAmerica,6,None,SouthAmerica,Ecuador
161,Havana,-82.36,23.13,LatinAmerica,6,None,CentralAmerica,Cuba
222,LaPaz,-68.15,-16.5,LatinAmerica,6,None,SouthAmerica,Bolivia
228,Leon,-101.7,21.15,LatinAmerica,6,None,CentralAmerica,Nicaragua
230,Lima,-77.05,-12.05,LatinAmerica,6,None,SouthAmerica,Peru
252,Manaus,-60,-3.1,LatinAmerica,6,None,SouthAmerica,Brazil
259,Maracaibo,-71.66,10.73,LatinAmerica,6,None,SouthAmerica,Brazil
260,Maracay,-67.6,10.25,LatinAmerica,6,None,SouthAmerica,Venezuela
265,Medellin,-75.58,6.28,LatinAmerica,6,None,SouthAmerica,Colombia
271,MexicoCity,-99.13,19.44,LatinAmerica,6,None,CentralAmerica,Mexico
280,Monterrey,-100.33,25.67,LatinAmerica,6,None,CentralAmerica,Mexico
281,Montevideo,-56.17,-34.86,LatinAmerica,6,None,SouthAmerica,Uruguay
300,Natal,-35.24,-5.78,LatinAmerica,6,None,SouthAmerica,Brazil
304,Nezahualcoyotl,-99.03,19.41,LatinAmerica,6,None,CentralAmerica,Mexico
306,Niteroi,-43.1,-22.9,LatinAmerica,6,None,SouthAmerica,Brazil
318,PanamaCity,-79.53,8.97,LatinAmerica,6,None,CentralAmerica,Panama
327,PortAuPrince,-72.34,18.54,LatinAmerica,6,None,CentralAmerica,Haiti
331,PortoAlegre,-51.2,-30.05,LatinAmerica,6,None,SouthAmerica,Brazil
336,Puebla,-98.2,19.05,LatinAmerica,6,None,CentralAmerica,Mexico
344,Quito,-78.5,-0.21,LatinAmerica,6,None,SouthAmerica,Ecuador
350,Recife,-34.92,-8.08,LatinAmerica,6,None,SouthAmerica,Brazil
351,RiodeJaneiro,-43.23,-22.93,LatinAmerica,6,None,SouthAmerica,Brazil
357,Salvador,-38.48,-12.97,LatinAmerica,6,None,SouthAmerica,Brazil
363,SanJoseCostaRica,-84.08,9.94,LatinAmerica,6,None,CentralAmerica,CostaRica
365,SanJuan,-66.13,18.44,LatinAmerica,6,None,CentralAmerica,PuertoRico
366,SanSalvador,-89.2,13.71,LatinAmerica,6,None,CentralAmerica,ElSalvador
368,SantaCruz,-63.23,-17.75,LatinAmerica,6,None,SouthAmerica,Bolivia
369,SantiagoChile,-70.67,-33.45,LatinAmerica,6,None,SouthAmerica,Chile
370,SantiagoDominicanRepublic,-70.67,19.5,LatinAmerica,6,None,CentralAmerica,DominicanRepublic
371,SantoDomingo,-69.9,18.47,LatinAmerica,6,None,CentralAmerica,DominicanRepublic
372,Santos,-46.33,-23.95,LatinAmerica,6,None,SouthAmerica,Brazil
373,SaoLuis,-44.27,-2.52,LatinAmerica,6,None,SouthAmerica,Brazil
374,SaoPaulo,-46.63,-23.56,LatinAmerica,6,None,SouthAmerica,Brazil
422,Tijuana,-117.08,32.5,LatinAmerica,6,None,CentralAmerica,Mexico
424,Toluca,-99.67,19.33,LatinAmerica,6,None,CentralAmerica,Mexico
426,Torreon,-103.42,25.57,LatinAmerica,6,None,CentralAmerica,Mexico
435,Valencia,-67.98,10.23,LatinAmerica,6,None,SouthAmerica,Venezuela
439,VilaVelha,-40.32,-20.37,LatinAmerica,6,None,SouthAmerica,Brazil
442,Vitoria,-40.37,-20.32,LatinAmerica,6,None,SouthAmerica,Brazil
5,AdDamman,50.1,26.43,MiddleEast,7,None,MiddleEastNorthAfrica,SaudiArabia
11,Aleppo,37.17,36.23,MiddleEast,7,None,MiddleEastNorthAfrica,Syria
15,Amman,35.93,31.95,MiddleEast,7,None,MiddleEastNorthAfrica,Jordan
28,Baghdad,44.39,33.34,MiddleEast,7,None,MiddleEastNorthAfrica,Iraq
42,Beirut,35.51,33.87,MiddleEast,7,None,MiddleEastNorthAfrica,Lebanon
103,Damascus,36.3,33.5,MiddleEast,7,None,MiddleEastNorthAfrica,Syria
114,Doha,51.53,25.29,MiddleEast,7,None,MiddleEastNorthAfrica,Qatar
117,Dubai,55.28,25.23,MiddleEast,7,None,MiddleEastNorthAfrica,UAE
152,Haifa,34.98,32.82,MiddleEast,7,None,MiddleEastNorthAfrica,Israel
167,Hims,36.72,34.73,MiddleEast,7,None,MiddleEastNorthAfrica,Syria
185,Isfahan,51.7,32.7,MiddleEast,7,None,MiddleEastNorthAfrica,Iran
191,Jeddah,39.22,21.52,MiddleEast,7,None,MiddleEastNorthAfrica,SaudiArabia
192,Jerusalem,35.21,31.78,MiddleEast,7,None,MiddleEastNorthAfrica,Israel
207,Karaj,50.97,35.8,MiddleEast,7,None,MiddleEastNorthAfrica,Iran
220,Kuwait,47.98,29.37,MiddleEast,7,None,MiddleEastNorthAfrica,Kuwait
251,Makkah,39.82,21.43,MiddleEast,7,None,MiddleEastNorthAfrica,SaudiArabia
262,Mashhad,59.57,36.27,MiddleEast,7,None,MiddleEastNorthAfrica,Iran
266,Medina,39.58,24.5,MiddleEast,7,None,MiddleEastNorthAfrica,SaudiArabia
284,Mosul,43.15,36.35,MiddleEast,7,None,MiddleEastNorthAfrica,Iraq
352,Riyadh,46.77,24.64,MiddleEast,7,None,MiddleEastNorthAfrica,SaudiArabia
367,Sanaa,44.21,15.35,MiddleEast,7,None,MiddleEastNorthAfrica,Yemen
385,Sharjah,55.41,25.37,MiddleEast,7,None,MiddleEastNorthAfrica,UAE
